dynamics,setting,param,gt_mean,est_mean,abs_err_mean,abs_err_std,rel_err_mean,n
dropped_ball,large,g,9.80665,7.63312873840332,5.61822811706543,2.1319574281914235,0.5728998299121657,5
dropped_ball,medium,g,9.80665,5.028681516647339,4.7779684833526606,2.4178950316778347,0.48721719275225883,5
dropped_ball,small,g,9.80665,4.801794624328613,6.07297868560791,1.8637554868691657,0.6192714826720627,5
free_fall,mousepad,g,9.80665,11.173646020889283,12.19717876060486,5.894337072263358,1.243766093465198,5
free_fall,table,g,9.80665,6.272660803794861,7.3487529669570915,2.5789320998184406,0.7493642545499386,5
free_fall,tennis,g,9.80665,2.9927932739257814,6.813856726074218,1.9764111446097652,0.6948200176415734,5
led,led_10s,decay,0.46,1.2642021656036377,0.9882021656036377,0.6513204954627441,2.148265576932198,5
led,led_2s,decay,2.3,1.9961913347244262,0.42716641902923574,0.35360239573035945,0.18572453000463623,5
led,led_5s,decay,0.92,1.5841211318969726,0.6641211318969726,0.251307871500666,0.7218707954617234,5
pendulum,pendulum_150,length_m,1.5,1.5175725548128753,0.5451203644888188,0.34422760382334405,0.36341357630165166,5
pendulum,pendulum_150,damping,-0.05924256555362806,-3.3163576126098633,3.257115047056235,0.8231476933531746,54.9793043417384,5
pendulum,pendulum_45,length_m,0.45,2.6112026098890273,2.3412026098890273,2.262000472522541,5.202672465263911,5
pendulum,pendulum_45,damping,-0.05924256555362806,-2.177169668674469,2.1179271031208406,1.2121056563275074,35.750090830023616,5
pendulum,pendulum_90,length_m,0.9,6.099333749943686,5.199333749943686,4.570291689046782,5.777037499295536,5
pendulum,pendulum_90,damping,-0.05924256555362806,-3.4288076400756835,3.3695650745220553,1.4207166634729897,56.87743326686427,5
sliding_block,high,angle_deg,30.0,30.0,0.0,0.0,0.0,5
sliding_block,high,friction,0.20757074238454887,3.330553412437439,3.2060109670067094,2.2387616366002874,15.445389502546863,5
sliding_block,low,angle_deg,20.0,20.0,0.0,0.0,0.0,5
sliding_block,low,friction,0.20757074238454887,0.18279439210891724,0.3073368375396465,0.19953219031019537,1.4806365957982928,5
sliding_block,mid,angle_deg,25.0,25.0,0.0,0.0,0.0,5
sliding_block,mid,friction,0.20757074238454887,2.366779661178589,2.3252655127016792,1.9274295410527982,11.20227968965697,5
torricelli,large,k,0.016202065833479495,2.4360995084047317,2.4198974425712523,3.7364437154481913,149.3573382867702,5
torricelli,medium,k,0.0128264315869546,7.864572930335998,7.851746498749044,4.988831694007892,612.1536129752153,5
torricelli,small,k,0.009553717173659406,7.512275445461273,7.5027217282876135,3.9979328053578556,785.3196314458038,5
