dynamics,setting,param,gt_mean,est_mean,abs_err_mean,abs_err_std,rel_err_mean,n
dropping_ball,drop_100,g,9.80665,2.851567213237286,8.28295452321291,1.6390498337257227,0.8446263018592942,10
dropping_ball,drop_150,g,9.80665,0.9448256939649582,8.861824306035041,0.5671612595377564,0.9036545921333663,10
dropping_ball,drop_50,g,9.80665,3.4766704350709916,6.8810854780149455,1.7921901479616233,0.7016754424747267,10
falling_ball,big,g,9.80665,3.9925343990325928,6.400461687393188,2.438201616892695,0.6526654553112349,10
falling_ball,mid,g,9.80665,6.8535840809345245,8.631209326658249,5.38126047760474,0.8801384087909975,10
falling_ball,small,g,9.80665,3.744767323881388,6.875348971284628,2.39444824209092,0.7010904815828565,10
pendulum,pendulum_20,rope_length,0.5,0.73639542680416,0.39674890178726174,0.3861221691990326,0.7934978034158239,10
pendulum,pendulum_45,rope_length,0.5,1.570625892638629,1.1604557239332531,1.7028460027613592,2.320911447402324,10
pendulum,pendulum_90,rope_length,0.5,22.395993766981015,21.949179584997218,59.93792991697306,43.89835916121476,10
rotation,fast,angular_stiffness,0.1,2.553109025210142,2.4572686870396137,2.4501784237644673,24.57268684582345,10
rotation,fast,angular_damping,0.08,1.2458527445793153,1.2778527445793153,2.427969427777328,15.973159287274992,10
rotation,mid,angular_stiffness,0.1,4.08195949792862,3.9819594979286195,4.773417152557497,39.8195949394666,10
rotation,mid,angular_damping,0.05,1.3792323648929596,1.3792323648929596,1.7836706132012063,27.584647242689897,10
rotation,slow,angular_stiffness,0.1,4.725632247328758,4.625632247328758,8.17844406072926,46.25632242703126,10
rotation,slow,angular_damping,0.03,0.03861950524151325,0.05661950524151325,0.08441887776117935,1.8873168350927187,10
sliding_cone,cone_45,angle_deg,45.0,45.0,0.0,0.0,0.0,10
sliding_cone,cone_60,angle_deg,60.0,60.0,0.0,0.0,0.0,10
sliding_cone,cone_80,angle_deg,80.0,80.0,0.0,0.0,0.0,10
two_moving_pendulum_one_static,pendulum_20,rope_length_1,0.5,65.78236377621077,65.38236377621078,88.54528217471542,130.76472752626862,10
two_moving_pendulum_one_static,pendulum_20,rope_length_2,0.5,65.78236377621077,65.38236377621078,88.54528217471542,130.76472752626862,10
two_moving_pendulum_one_static,pendulum_45,rope_length_1,0.5,96.95721301197015,96.75721301197015,110.26405939812798,193.5144259852374,10
two_moving_pendulum_one_static,pendulum_45,rope_length_2,0.5,96.95721301197015,96.75721301197015,110.26405939812798,193.5144259852374,10
two_moving_pendulum_one_static,pendulum_90,rope_length_1,0.5,165.14405922782316,164.84405922782315,271.48280875597834,329.6881183897087,10
two_moving_pendulum_one_static,pendulum_90,rope_length_2,0.5,165.14405922782316,164.84405922782315,271.48280875597834,329.6881183897087,10
two_moving_pendulums,pendulum_20,rope_length_1,0.5,741.4098754200775,741.1098754200775,1841.8648958633307,1482.2197505437111,10
two_moving_pendulums,pendulum_20,rope_length_2,0.5,741.4098754200775,741.1098754200775,1841.8648958633307,1482.2197505437111,10
two_moving_pendulums,pendulum_45,rope_length_1,0.5,164.40133636185988,164.10133636185986,230.70051852759354,328.20267265807917,10
two_moving_pendulums,pendulum_45,rope_length_2,0.5,164.40133636185988,164.10133636185986,230.70051852759354,328.20267265807917,10
two_moving_pendulums,pendulum_90,rope_length_1,0.5,150.3281480131223,149.92814801312232,112.78202861066185,299.85629596627336,10
two_moving_pendulums,pendulum_90,rope_length_2,0.5,150.3281480131223,149.92814801312232,112.78202861066185,299.85629596627336,10
