dynamics,setting,param,gt_mean,est_mean,abs_err_mean,abs_err_std,rel_err_mean,n
dropping_ball,drop_100,g,9.80665,7.547276020050049,2.2593739799499506,1.3211696724043818,0.23039202785119398,10
dropping_ball,drop_150,g,9.80665,5.980052757263183,3.8265972427368156,1.4454141088524806,0.3902043248915578,10
dropping_ball,drop_50,g,9.80665,8.789529180526733,1.0400239450836177,1.648852915920023,0.10605292786762172,10
falling_ball,big,g,9.80665,5.5659183144569395,4.2634524362754815,2.556581575315083,0.4347511572486024,10
falling_ball,mid,g,9.80665,3.1805324420332908,6.626117557966708,2.649628374160172,0.675675950288747,10
falling_ball,small,g,9.80665,5.674588143825531,4.132061856174468,2.6650252113098705,0.4213530467725812,10
pendulum,pendulum_20,rope_length,0.5,1.0564502116557244,0.5564502116557246,0.47961249328059274,1.112900423088869,10
pendulum,pendulum_45,rope_length,0.5,0.8179354385426061,0.3441222231945384,0.4267243898274789,0.6882444462514279,10
pendulum,pendulum_90,rope_length,0.5,1.057057271288899,0.6043904462414043,0.714142870640837,1.2087808922410523,10
rotation,fast,angular_stiffness,0.1,1.6423148036003112,1.5423148036003114,0.8388107277540109,15.423148020579966,10
rotation,fast,angular_damping,0.08,0.9638754785060882,0.8838754785060882,0.4759851647738401,11.048443467515549,10
rotation,mid,angular_stiffness,0.1,3.1295442461967466,3.029544246196747,1.3535494197294349,30.29544243167203,10
rotation,mid,angular_damping,0.05,0.4363111354410648,0.3863111354410648,0.278616949608345,7.72622269336885,10
rotation,slow,angular_stiffness,0.1,1.6931586265563965,1.5931586265563964,0.7132675013374411,15.931586249632378,10
rotation,slow,angular_damping,0.03,0.4674544115550816,0.44825708146020765,0.27767051865292025,14.941902665533913,10
sliding_cone,cone_45,angle_deg,45.0,45.0,0.0,0.0,0.0,10
sliding_cone,cone_60,angle_deg,60.0,60.0,0.0,0.0,0.0,10
sliding_cone,cone_80,angle_deg,80.0,80.0,0.0,0.0,0.0,10
two_moving_pendulum_one_static,pendulum_20,rope_length_1,0.5,1.8796582322401245,1.3796582322401245,1.7570596189408667,2.7593164639283856,10
two_moving_pendulum_one_static,pendulum_20,rope_length_2,0.5,1.8796582322401245,1.3796582322401245,1.7570596189408667,2.7593164639283856,10
two_moving_pendulum_one_static,pendulum_45,rope_length_1,0.5,1.2670986320443627,0.7670986320443627,0.8667301528895822,1.534197263781886,10
two_moving_pendulum_one_static,pendulum_45,rope_length_2,0.5,1.2670986320443627,0.7670986320443627,0.8667301528895822,1.534197263781886,10
two_moving_pendulum_one_static,pendulum_90,rope_length_1,0.5,1.562457680242561,1.062457680242561,1.2559681214916236,2.1249153600601387,10
two_moving_pendulum_one_static,pendulum_90,rope_length_2,0.5,1.562457680242561,1.062457680242561,1.2559681214916236,2.1249153600601387,10
two_moving_pendulums,pendulum_20,rope_length_1,0.5,1.6434412857956253,1.143441285795625,0.8364899883733007,2.286882571133874,10
two_moving_pendulums,pendulum_20,rope_length_2,0.5,1.6434412857956253,1.143441285795625,0.8364899883733007,2.286882571133874,10
two_moving_pendulums,pendulum_45,rope_length_1,0.5,2.130035745433794,1.6300357454337941,0.9497127859001157,3.260071490215574,10
two_moving_pendulums,pendulum_45,rope_length_2,0.5,2.130035745433794,1.6300357454337941,0.9497127859001157,3.260071490215574,10
two_moving_pendulums,pendulum_90,rope_length_1,0.5,3.510597149037941,3.010597149037941,1.2650297230099623,6.021194296871642,10
two_moving_pendulums,pendulum_90,rope_length_2,0.5,3.510597149037941,3.010597149037941,1.2650297230099623,6.021194296871642,10
