run,alpha,beta,max_z,min_z,z0,z1
dropped_ball,large,01,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,large,04,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,large,02,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,large,03,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,large,05,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,medium,02,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,medium,03,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,medium,01,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,medium,04,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,medium,05,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,small,01,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,small,04,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,small,02,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,small,03,0.0,0.0,0.0,0.0,0.0,0.0
dropped_ball,small,05,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,mousepad,01,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,mousepad,04,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,mousepad,05,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,mousepad,03,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,mousepad,02,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,table,01,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,table,02,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,table,03,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,table,04,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,table,05,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,tennis,01,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,tennis,02,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,tennis,04,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,tennis,05,0.0,0.0,0.0,0.0,0.0,0.0
free_fall,tennis,03,0.0,0.0,0.0,0.0,0.0,0.0
led,led_10s,02,7.384255886077881,1.5511537790298462,3.0353968143463135,-1.1976815462112427,3.0353968143463135,-1.1976815462112427
led,led_10s,03,10.035146713256836,2.225695848464966,3.0042247772216797,-1.233912467956543,3.0042247772216797,-1.233912467956543
led,led_10s,04,3.541954517364502,-0.22263988852500916,2.519632577896118,-1.3975903987884521,2.519632577896118,-1.3975903987884521
led,led_10s,05,10.660879135131836,1.117435336112976,1.306420087814331,-2.7003395557403564,-2.7003395557403564,1.306420087814331
led,led_10s,01,12.424176216125488,2.699509382247925,1.1737216711044312,-2.9455811977386475,-2.908898115158081,1.1737216711044312
led,led_2s,01,22.259305953979492,2.2210655212402344,3.461045980453491,-1.1569676399230957,3.461045980453491,-1.1569676399230957
led,led_2s,02,4.410116672515869,1.3913183212280273,2.635213613510132,-1.2870174646377563,2.489762783050537,-1.2870174646377563
led,led_2s,03,14.873851776123047,2.2519471645355225,3.62532901763916,-1.2021564245224,3.62532901763916,-1.2021564245224
led,led_2s,04,20.131343841552734,2.508544921875,1.1135441064834595,-3.641817331314087,-3.641817331314087,1.1135441064834595
led,led_2s,05,4.966668605804443,1.5221118927001953,1.2703001499176025,-2.827235460281372,-2.827235460281372,1.2703001499176025
led,led_5s,01,7.796179294586182,2.079922676086426,1.242697834968567,-3.1396701335906982,-3.1396701335906982,1.242697834968567
led,led_5s,02,14.393674850463867,2.4794816970825195,1.1868481636047363,-3.400984048843384,-3.400984048843384,1.1868481636047363
led,led_5s,03,7.806540012359619,1.5161662101745605,1.2852271795272827,-3.2845206260681152,-3.2845206260681152,1.2852271795272827
led,led_5s,04,-1.2169700860977173,1.5389987230300903,3.0378236770629883,-1.2978354692459106,3.0378236770629883,-1.2978354692459106
led,led_5s,05,6.628726959228516,1.6000663042068481,1.2813169956207275,-3.3196280002593994,-3.3196280002593994,1.2813169956207275
pendulum,pendulum_150,01,8.845748901367188,4.097057819366455,0.799558162689209,-0.5362691879272461,0.3461713492870331,0.7521259784698486
pendulum,pendulum_150,02,4.985162258148193,5.077669143676758,1.024540662765503,-0.8365991115570068,0.3267655372619629,1.024540662765503
pendulum,pendulum_150,03,3.133094549179077,3.9483208656311035,0.9847043752670288,-0.8056360483169556,0.25583305954933167,0.7728608846664429
pendulum,pendulum_150,04,20.478487014770508,3.816343069076538,1.0539569854736328,-0.861053466796875,0.46898937225341797,0.7510757446289062
