run,alpha,beta,max_z,min_z,z0,z1
Dropping_ball,drop_100,9.44212532043457,1.0,1.0269109,-0.87242466,-0.47388342022895813,0.857172429561615
Dropping_ball,drop_100,9.230289459228516,1.0,0.35675707,-4.1649632,0.10567352920770645,-4.164963245391846
Dropping_ball,drop_100,5.883697032928467,1.0,1.7643241,-0.3201777,-0.07986755669116974,1.752273678779602
Dropping_ball,drop_100,4.9334845542907715,1.0,1.3898419,-0.8600969,-0.6215436458587646,1.2572460174560547
Dropping_ball,drop_100,7.469310760498047,1.0,0.50440806,-3.3969047,-0.2946087718009949,-3.396904706954956
Dropping_ball,drop_100,7.046450614929199,1.0,2.3719616,-0.07192648,0.3772638440132141,2.3426871299743652
Dropping_ball,drop_100,7.623649597167969,1.0,1.9208425,-0.3739623,-0.05760703980922699,1.8201264142990112
Dropping_ball,drop_100,8.35755443572998,1.0,2.2660928,-0.40585077,0.0810995027422905,2.2638134956359863
Dropping_ball,drop_100,7.275915145874023,1.0,1.686691,-0.45791745,-0.09826837480068207,1.6126461029052734
Dropping_ball,drop_100,8.210283279418945,1.0,2.483445,-0.43965068,0.0716046392917633,2.483444929122925
Dropping_ball,drop_150,9.708416938781738,1.0,2.2485192,-0.10616391,0.3189815878868103,2.2235641479492188
Dropping_ball,drop_150,5.035253047943115,1.0,0.5354267,-4.4280224,-0.003210008144378662,-4.428022384643555
Dropping_ball,drop_150,6.017980575561523,1.0,0.36198995,-5.002994,0.09254878014326096,-4.970526218414307
Dropping_ball,drop_150,6.017980575561523,1.0,0.36198995,-5.002994,0.09254878014326096,-4.970526218414307
Dropping_ball,drop_150,5.203275680541992,1.0,0.5119033,-4.0534487,0.0652984008193016,-4.053448677062988
Dropping_ball,drop_150,5.285200119018555,1.0,0.5474883,-3.9486434,-0.09698177874088287,-3.948643445968628
Dropping_ball,drop_150,3.822078227996826,1.0,0.6835695,-3.9365249,0.41198644042015076,-3.9365248680114746
Dropping_ball,drop_150,6.001325607299805,1.0,0.50917387,-4.2990127,0.2370378077030182,-4.299012660980225
Dropping_ball,drop_150,6.544314861297607,1.0,2.0047593,-0.39636314,0.05813739448785782,1.9826602935791016
Dropping_ball,drop_150,6.16470193862915,1.0,1.3208038,-0.8824156,0.1690533310174942,1.2002993822097778
Dropping_ball,drop_50,9.862349510192871,1.0,2.1475384,-0.29892266,0.06302214413881302,2.1252450942993164
Dropping_ball,drop_50,9.590534210205078,1.0,1.3589025,-2.0555296,-1.5756632089614868,0.9229530692100525
Dropping_ball,drop_50,9.772579193115234,1.0,0.12749967,-2.7252338,-0.013033293187618256,-2.7069008350372314
Dropping_ball,drop_50,9.713531494140625,1.0,0.17420897,-1.0759858,-0.05200544744729996,-0.5082136988639832
Dropping_ball,drop_50,8.558310508728027,1.0,2.124701,-0.5406897,-0.44861456751823425,2.003357410430908
Dropping_ball,drop_50,5.8172078132629395,1.0,0.2841955,-4.8415165,-0.21373289823532104,-4.836020469665527
Dropping_ball,drop_50,9.78506851196289,1.0,1.5276159,-0.1711421,0.23421776294708252,1.4594000577926636
Dropping_ball,drop_50,5.285605430603027,1.0,0.5156803,-4.3448315,0.11218372732400894,-4.344831466674805
Dropping_ball,drop_50,9.644639015197754,1.0,2.1965888,-0.7750839,-0.27247434854507446,2.1965887546539307
Dropping_ball,drop_50,9.865466117858887,1.0,1.7125868,-0.43004355,-0.11055036634206772,1.664833903312683
Falling_ball,big,4.193143844604492,1.0,0.46316308,-3.1094677,-0.14148271083831787,-3.1072885990142822
Falling_ball,big,9.92025375366211,1.0,2.6538486,-0.30250603,0.340454638004303,2.5062966346740723
Falling_ball,big,6.730432510375977,1.0,2.2819054,-0.37595993,0.3112298846244812,2.24645733833313
Falling_ball,big,1.7566605806350708,1.0,1.7279698,-0.8230589,0.21640482544898987,1.6569050550460815
Falling_ball,big,8.497649192810059,1.0,0.33931005,-3.4304252,-0.03063775599002838,-3.4304251670837402
Falling_ball,big,3.554718494415283,1.0,2.067819,-0.71063983,0.5899442434310913,2.036475419998169
Falling_ball,big,4.030945301055908,1.0,0.47620165,-4.1756654,-0.40535008907318115,-4.175665378570557
Falling_ball,big,8.803021430969238,1.0,1.9103489,0.03491947,0.27692288160324097,1.8386244773864746
Falling_ball,big,3.4829306602478027,1.0,2.3639455,-0.5778148,1.1542603969573975,2.3421168327331543
Falling_ball,big,4.689427375793457,1.0,0.4561987,-4.2284565,-0.33838874101638794,-4.228456497192383
Falling_ball,mid,0.11065338551998138,1.0,2.2125676,-0.5909759,0.44830086827278137,2.208789110183716
Falling_ball,mid,2.786815881729126,1.0,0.4240741,-4.5089245,0.2849070429801941,-4.50892448425293
Falling_ball,mid,1.266202449798584,1.0,2.0493028,-0.9662517,-0.3209977149963379,2.0327308177948
Falling_ball,mid,6.186625957489014,1.0,0.05401419,-5.831811,-1.3910669088363647,-5.83181095123291
Falling_ball,mid,4.188316345214844,1.0,0.93369234,-2.1620598,-0.6595823764801025,-2.1611380577087402
Falling_ball,mid,1.6865910291671753,1.0,0.7766348,-2.961051,-0.509113609790802,-2.953479528427124
Falling_ball,mid,-0.22393390536308289,1.0,3.3817432,-0.39313248,0.2955651581287384,3.3817431926727295
Falling_ball,mid,8.972949981689453,1.0,0.5645133,-3.50004,0.3065270781517029,-3.4976768493652344
Falling_ball,mid,4.003304958343506,1.0,2.6221266,-0.6152886,0.922122061252594,2.4729807376861572
Falling_ball,mid,2.6038644313812256,1.0,2.5718632,-0.6571783,-0.39033499360084534,2.5566272735595703
Falling_ball,small,5.431057453155518,1.0,0.44704062,-3.8335443,-0.5453259944915771,-3.8335442543029785
Falling_ball,small,9.633460998535156,1.0,2.8681417,0.027634114,0.6895003318786621,2.4494738578796387
Falling_ball,small,9.14364242553711,1.0,2.1833625,-0.27823877,0.6402406096458435,2.0227205753326416
Falling_ball,small,8.351204872131348,1.0,2.3302352,-0.28872728,-0.10981719940900803,2.0246083736419678
Falling_ball,small,2.146232843399048,1.0,1.9856179,-0.9856224,-0.4487541615962982,1.9844114780426025
Falling_ball,small,4.355701446533203,1.0,1.5164459,-0.9921041,0.7705689072608948,1.4635391235351562
Falling_ball,small,4.925137996673584,1.0,2.3153067,-0.33766595,0.19344636797904968,2.309114694595337
Falling_ball,small,7.33687686920166,1.0,2.4206848,-0.45953897,0.5307117104530334,2.1641080379486084
Falling_ball,small,3.424379825592041,1.0,2.6172473,-0.757463,-0.3666280508041382,2.6127185821533203
Falling_ball,small,1.998186707496643,1.0,1.7448744,-0.91596675,-0.3009883463382721,1.7345962524414062
Hitting_cones,fast,1.8937345743179321,1.0,1.5519602,-1.0987659,-0.48782584071159363,1.5262643098831177
Hitting_cones,fast,2.5393388271331787,1.0,0.81131357,-2.129462,0.2275056540966034,-2.1255435943603516
Hitting_cones,fast,6.721438884735107,1.0,2.1980538,-0.46329477,0.45860984921455383,2.1802196502685547
Hitting_cones,fast,5.236952304840088,1.0,2.0819013,-0.8329001,-0.7995951771736145,2.081655979156494
Hitting_cones,fast,6.409547328948975,1.0,2.2891064,-0.16941884,0.2275843322277069,2.2066714763641357
Hitting_cones,fast,3.0553700923919678,1.0,1.5281701,-1.0409904,-0.1531948745250702,1.483627438545227
Hitting_cones,fast,9.39463996887207,1.0,1.9113033,-0.02779466,0.09063142538070679,1.8939189910888672
Hitting_cones,fast,6.184226036071777,1.0,1.906519,-0.9508986,-0.944343626499176,1.8656280040740967
Hitting_cones,fast,3.5907294750213623,1.0,1.4270968,-1.4178859,-1.264845848083496,1.4014925956726074
Hitting_cones,fast,3.0767982006073,1.0,0.78922814,-1.8504581,0.26020103693008423,-1.848630666732788
Hitting_cones,mid,2.6299314498901367,1.0,0.91558206,-1.825569,0.9155820608139038,-1.823367714881897
Hitting_cones,mid,5.634604454040527,1.0,0.5913607,-1.8291526,0.4059367775917053,-1.829101324081421
Hitting_cones,mid,5.634604454040527,1.0,0.5913607,-1.8291526,0.4059367775917053,-1.829101324081421
Hitting_cones,mid,6.336215972900391,1.0,0.086436175,-4.127534,-0.5217137336730957,-4.127533912658691
Hitting_cones,mid,9.083702087402344,1.0,0.2080147,-2.7513905,0.1972046196460724,-2.750242233276367
Hitting_cones,mid,6.619004726409912,1.0,1.5061463,-0.6331322,-0.19371435046195984,1.496055245399475
Hitting_cones,mid,1.817073941230774,1.0,0.61569417,-2.1833172,0.35325565934181213,-2.182854175567627
Hitting_cones,mid,4.154502868652344,1.0,1.5246065,-0.7026816,-0.7026816010475159,1.5114459991455078
Hitting_cones,mid,9.496273040771484,1.0,0.041370563,-3.236132,0.041370563209056854,-3.2346608638763428
Hitting_cones,mid,6.942033767700195,1.0,1.7074213,-0.88497657,-0.7195411324501038,1.6837408542633057
Hitting_cones,slow,8.399330139160156,1.0,2.4773345,-0.41538942,-0.3411855101585388,2.470580577850342
Hitting_cones,slow,4.4348907470703125,1.0,1.9333097,-0.8641541,-0.6770969033241272,1.9255670309066772
Hitting_cones,slow,6.994894981384277,1.0,2.1450446,-0.4738359,-0.39898979663848877,2.1058809757232666
Hitting_cones,slow,2.500166416168213,1.0,1.6271563,-0.96881294,-0.3094708025455475,1.595515251159668
Hitting_cones,slow,5.9599223136901855,1.0,1.4407976,-1.1996485,-1.0471116304397583,1.4098193645477295
Hitting_cones,slow,1.8089606761932373,1.0,0.74902564,-2.2310271,0.704922080039978,-2.231027126312256
Hitting_cones,slow,5.452226161956787,1.0,1.5583436,-1.0663766,-0.6297460794448853,1.4987685680389404
Hitting_cones,slow,3.7979161739349365,1.0,1.9572916,-0.32096082,-0.31969785690307617,1.9551258087158203
Hitting_cones,slow,5.517756462097168,1.0,0.39807343,-2.639335,0.1259690374135971,-2.6384902000427246
Hitting_cones,slow,8.315555572509766,1.0,0.35145205,-2.7068765,0.30523890256881714,-2.706876516342163
Pendulum,pendulum_20,5.8616204261779785,11.381561279296875,1.5118786,-1.9008629,-0.689477801322937,-1.8729764223098755
Pendulum,pendulum_20,14.983637809753418,9.55253791809082,1.9724134,-0.55445284,-0.5176111459732056,-0.5462111234664917
Pendulum,pendulum_20,10.497930526733398,8.268427848815918,1.2862982,-1.9691584,0.8998388051986694,0.9100956916809082
Pendulum,pendulum_20,14.983637809753418,9.55253791809082,1.9724134,-0.55445284,-0.5176111459732056,-0.5462111234664917
Pendulum,pendulum_20,4.8046488761901855,7.9963579177856445,0.95010823,-2.000262,0.5028035044670105,0.2515883445739746
Pendulum,pendulum_20,6.7986226081848145,7.2195725440979,2.663272,-0.40570897,-0.39143964648246765,-0.3481748700141907
Pendulum,pendulum_20,17.253393173217773,12.80883502960205,1.750384,-0.6333477,-0.6053578853607178,-0.6089522242546082
Pendulum,pendulum_20,15.871188163757324,10.15937614440918,1.4187793,-0.92516637,-0.8117581009864807,-0.9153149127960205
Pendulum,pendulum_20,11.146525382995605,8.99218463897705,1.1341081,-1.4871604,0.9740912914276123,-1.3978304862976074
Pendulum,pendulum_20,8.925302505493164,7.81203031539917,1.5362993,-0.9648102,-0.9146435260772705,-0.804106593132019
Pendulum,pendulum_45,23.211572647094727,9.811686515808105,1.427754,-0.895411,-0.1790243685245514,-0.861097514629364
Pendulum,pendulum_45,18.657238006591797,10.175731658935547,1.4525063,-1.02526,-0.06909123063087463,-0.8732323050498962
Pendulum,pendulum_45,14.035658836364746,11.871190071105957,0.7034735,-1.8387015,0.6077442169189453,0.684580385684967
Pendulum,pendulum_45,10.543628692626953,8.99225902557373,1.0011091,-1.2630209,-1.210477352142334,-0.3461323082447052
Pendulum,pendulum_45,20.589250564575195,5.781397342681885,1.5289726,-0.73658335,-0.7200671434402466,-0.7063957452774048
Pendulum,pendulum_45,5.196473121643066,14.307221412658691,1.083423,-1.540479,-0.10511896759271622,-1.4534438848495483
Pendulum,pendulum_45,10.20896053314209,11.469931602478027,1.6237305,-1.094308,0.2849825620651245,-0.9845371842384338
Pendulum,pendulum_45,20.852928161621094,9.598334312438965,0.80947876,-1.4094557,0.7094687819480896,0.7895745038986206
Pendulum,pendulum_45,19.207101821899414,7.873653888702393,1.0773237,-1.053421,-0.9045945405960083,0.9759188890457153
Pendulum,pendulum_45,7.55794620513916,12.316038131713867,1.626388,-1.6152539,1.2688796520233154,0.36982715129852295
