run,alpha,beta,max_z,min_z,z0,z1
Dropping_ball,drop_100,4.326709270477295,0.46591606736183167,1.4163650274276733,-1.5352448225021362,-1.33419668674469,1.4163650274276733
Dropping_ball,drop_100,13.213570594787598,0.5659750699996948,2.3663482666015625,-0.8429524302482605,2.258918046951294,-0.8266351819038391
Dropping_ball,drop_100,1.1694844961166382,0.3800755441188812,0.9322074055671692,-1.5922503471374512,0.41523268818855286,-1.5922503471374512
Dropping_ball,drop_100,3.7940359115600586,2.67584228515625,1.2933558225631714,0.5361990928649902,0.5393837690353394,1.2785251140594482
Dropping_ball,drop_100,0.3231179118156433,-0.1580362319946289,0.8690772652626038,-1.6543614864349365,0.7248186469078064,-1.6543614864349365
Dropping_ball,drop_100,0.5711802244186401,-0.06443928927183151,1.1870193481445312,-1.5292617082595825,1.0412955284118652,-1.5292617082595825
Dropping_ball,drop_100,7.113246917724609,-0.46970999240875244,1.6810486316680908,-0.8380805253982544,0.40596815943717957,1.6810486316680908
Dropping_ball,drop_100,-0.08118505775928497,-0.7499433159828186,0.9279258251190186,-1.6469237804412842,0.849480152130127,-1.6469237804412842
Dropping_ball,drop_100,1.1539709568023682,0.8922088742256165,1.4036781787872314,-1.2231299877166748,-1.1797382831573486,1.4036781787872314
Dropping_ball,drop_100,1.1400445699691772,0.7914125323295593,1.2841039896011353,-1.3252075910568237,-1.0248256921768188,1.2841039896011353
Dropping_ball,drop_150,0.331254780292511,0.18727022409439087,1.0875070095062256,-1.5106480121612549,1.0544545650482178,-1.5106480121612549
Dropping_ball,drop_150,0.7775574326515198,-4.890005588531494,1.7216185331344604,-0.9200907945632935,-0.8179904222488403,1.7216185331344604
Dropping_ball,drop_150,0.28508320450782776,-3.2095947265625,0.8504766821861267,-1.7563027143478394,0.8322911858558655,-1.7563027143478394
Dropping_ball,drop_150,1.0527949333190918,-4.617237567901611,1.7494993209838867,-0.8935909271240234,-0.8851461410522461,1.7494993209838867
Dropping_ball,drop_150,1.2012557983398438,-1.1206609010696411,0.7909542322158813,-1.7284544706344604,0.5393215417861938,-1.7284544706344604
Dropping_ball,drop_150,0.4174036383628845,0.2776023745536804,1.242761254310608,-1.3099006414413452,1.1952852010726929,-1.3099006414413452
Dropping_ball,drop_150,1.637367606163025,-0.3395411968231201,1.7434992790222168,-0.7432766556739807,-0.5647047162055969,1.7434992790222168
Dropping_ball,drop_150,0.9501371383666992,0.4647606313228607,1.0393015146255493,-1.5270806550979614,0.7579824328422546,-1.5270806550979614
Dropping_ball,drop_150,0.5273359417915344,-2.12931752204895,1.5865612030029297,-0.9752180576324463,-0.642322301864624,1.5865612030029297
Dropping_ball,drop_150,1.604596495628357,-1.5893735885620117,1.7647414207458496,-0.7311334013938904,-0.5837128758430481,1.7647414207458496
Dropping_ball,drop_50,17.20781135559082,1.4910246133804321,1.4344487190246582,-0.8759370446205139,-0.8116622567176819,1.4344487190246582
Dropping_ball,drop_50,3.441696882247925,0.7740572094917297,1.0212528705596924,-1.4637305736541748,-1.3891406059265137,1.0212528705596924
Dropping_ball,drop_50,0.8257761001586914,-0.7006885409355164,1.670531153678894,-0.8702408671379089,-0.8131996989250183,1.670531153678894
Dropping_ball,drop_50,12.595468521118164,0.8024757504463196,1.0388436317443848,-1.3274147510528564,-1.2598592042922974,1.0388436317443848
Dropping_ball,drop_50,0.3097039759159088,-2.9490113258361816,0.8193403482437134,-1.7943671941757202,0.42706260085105896,-1.7943671941757202
Dropping_ball,drop_50,5.255729675292969,-1.9426978826522827,0.7308881282806396,-1.7762655019760132,0.6851545572280884,-1.7762655019760132
Dropping_ball,drop_50,7.7319135665893555,1.5276261568069458,1.3463319540023804,-0.9326074719429016,-0.8618975281715393,1.3463319540023804
Dropping_ball,drop_50,0.43754225969314575,-2.343674898147583,0.7336339950561523,-1.7953661680221558,0.41953495144844055,-1.7953661680221558
Dropping_ball,drop_50,1.5802291631698608,1.2122493982315063,1.2251824140548706,-1.1521905660629272,-1.115750789642334,1.2251824140548706
Dropping_ball,drop_50,4.295875072479248,1.5066719055175781,1.5894522666931152,-0.7964304089546204,1.4109253883361816,-0.669491708278656
Falling_ball,big,1.526715636253357,-6.515153408050537,0.6385140419006348,-1.6081366539001465,0.5053797364234924,-1.6081366539001465
Falling_ball,big,0.208668053150177,0.3035520911216736,1.5860798358917236,-1.4672445058822632,1.5860798358917236,-1.4672445058822632
Falling_ball,big,4.404591083526611,-1.7320867776870728,1.6662726402282715,-0.8812979459762573,-0.839626669883728,1.6662726402282715
Falling_ball,big,0.7407039403915405,-4.852321624755859,1.682375431060791,-1.0844881534576416,-0.6914721131324768,1.682375431060791
Falling_ball,big,4.754489898681641,1.8675950765609741,1.0733002424240112,-1.290080189704895,-1.200928807258606,1.0733002424240112
Falling_ball,big,5.805312633514404,1.2451246976852417,0.825684130191803,-1.5256857872009277,-1.3871893882751465,0.6202722191810608
Falling_ball,big,25.207754135131836,0.5429590344429016,1.4251703023910522,-1.386243462562561,1.3653777837753296,-1.386243462562561
Falling_ball,big,10.469100952148438,0.6551434397697449,1.344161868095398,-0.9078665375709534,1.2690595388412476,-0.7489927411079407
Falling_ball,big,2.0429627895355225,-0.08906833827495575,1.5695496797561646,-1.082599401473999,-1.0749948024749756,1.5695496797561646
Falling_ball,big,2.002572536468506,0.7898789048194885,1.396099328994751,-0.8543432354927063,1.2287943363189697,-0.3126447796821594
Falling_ball,mid,0.8766869306564331,0.579197347164154,0.7054266929626465,-1.6929867267608643,0.6035917401313782,-1.6929867267608643
Falling_ball,mid,7.232814788818359,3.3064448833465576,1.3696606159210205,-0.8771994113922119,0.8619470596313477,-0.6448874473571777
Falling_ball,mid,4.695415496826172,1.238643765449524,1.216836929321289,-1.2580535411834717,-1.1404367685317993,1.216836929321289
Falling_ball,mid,3.527747392654419,1.765929937362671,1.2895301580429077,-1.0660165548324585,1.0453516244888306,-1.0660165548324585
Falling_ball,mid,3.056657314300537,1.067429542541504,1.4310667514801025,-1.2389905452728271,1.3208286762237549,-1.2389905452728271
Falling_ball,mid,0.8832685947418213,0.37469395995140076,1.5929455757141113,-0.8868162631988525,-0.7854757308959961,1.5929455757141113
Falling_ball,mid,0.1185993179678917,-1.8058462142944336,1.7003915309906006,-0.8819654583930969,-0.7554576396942139,1.7003915309906006
Falling_ball,mid,12.708617210388184,2.699359655380249,1.5677721500396729,-0.8615719676017761,1.464137315750122,-0.7238690257072449
